chr1	start1	end1	chr2	start2	end2	pets	chr	start	end	dup_sum_pets	gene_ID_sum_pets	percentage	score	rank_gene	gene	ID	rank_enhancer	enhancer
chr13	73628411	73654101	chr13	73740784	73746462	19	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	5	chr13:73740784-73746462
chr13	73628411	73654101	chr13	73746848	73748685	8	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	12	chr13:73746848-73748685
chr13	73628411	73654101	chr13	73767548	73770121	8	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	12	chr13:73767548-73770121
chr13	73628411	73654101	chr13	73773207	73776996	7	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	13	chr13:73773207-73776996
chr13	73628411	73654101	chr13	73789216	73791309	9	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	11	chr13:73789216-73791309
chr13	73628411	73654101	chr13	73796766	73798442	5	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	15	chr13:73796766-73798442
chr13	73628411	73654101	chr13	73802379	73803537	10	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	10	chr13:73802379-73803537
chr13	73628411	73654101	chr13	73804509	73805581	4	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	16	chr13:73804509-73805581
chr13	73628411	73654101	chr13	73813019	73815381	12	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	8	chr13:73813019-73815381
chr13	73628411	73654101	chr13	73822500	73824503	21	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	4	chr13:73822500-73824503
chr13	73628411	73654101	chr13	73825597	73827265	3	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	17	chr13:73825597-73827265
chr13	73628411	73654101	chr13	73839382	73840567	3	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	17	chr13:73839382-73840567
chr13	73628411	73654101	chr13	73856421	73864400	22	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	3	chr13:73856421-73864400
chr13	73628411	73654101	chr13	73899397	73900866	7	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	13	chr13:73899397-73900866
chr13	73628411	73654101	chr13	73907290	73910114	10	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	10	chr13:73907290-73910114
chr13	73628411	73654101	chr13	73912214	73914086	7	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	13	chr13:73912214-73914086
chr13	73628411	73654101	chr13	73926976	73930532	6	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	14	chr13:73926976-73930532
chr13	73628411	73654101	chr13	73938551	73944923	51	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	1	chr13:73938551-73944923
chr13	73628411	73654101	chr13	73947100	73949059	3	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	17	chr13:73947100-73949059
chr13	73628411	73654101	chr13	73953913	73956332	3	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	17	chr13:73953913-73956332
chr13	73628411	73654101	chr13	73958937	73961399	4	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	16	chr13:73958937-73961399
chr13	73628411	73654101	chr13	73973021	73974941	11	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	9	chr13:73973021-73974941
chr13	73628411	73654101	chr13	73977134	73978242	3	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	17	chr13:73977134-73978242
chr13	73628411	73654101	chr13	73995154	73997787	17	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	6	chr13:73995154-73997787
chr13	73628411	73654101	chr13	74000383	74004994	37	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	2	chr13:74000383-74004994
chr13	73628411	73654101	chr13	74021855	74026612	6	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	14	chr13:74021855-74026612
chr13	73628411	73654101	chr13	74038627	74042099	14	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	7	chr13:74038627-74042099
chr13	73628411	73654101	chr13	74055894	74057440	3	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	17	chr13:74055894-74057440
chr13	73628411	73654101	chr13	74070340	74072373	8	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	12	chr13:74070340-74072373
chr13	73628411	73654101	chr13	74116151	74117512	9	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	11	chr13:74116151-74117512
chr13	73628411	73654101	chr13	74118925	74123776	8	chr13	73640000	74130000	387	460	0.841304347826087	325.584782608696	1	KLF5	NM_001286818.2	12	chr13:74118925-74123776
chr13	73628411	73654101	chr13	74248100	74249812	3	chr13	74210000	74265000	7	460	0.0152173913043478	0.106521739130435	1	KLF5	NM_001286818.2	2	chr13:74248100-74249812
chr13	73628411	73654101	chr13	74250396	74252159	4	chr13	74210000	74265000	7	460	0.0152173913043478	0.106521739130435	1	KLF5	NM_001286818.2	1	chr13:74250396-74252159
chr17	57695535	57699126	chr17	57913978	57927512	13	chr17	57915000	57955000	13	47	0.276595744680851	3.59574468085106	3	CLTC	NM_001288653.2	1	chr17:57913978-57927512
chr17	79688303	79691489	chr17	79788817	79792759	9	chr17	79680000	79700000	9	15	0.6	5.4	5	MCRIP1	NM_001288798.2	1	chr17:79788817-79792759
chr17	79688303	79691489	chr17	79788817	79792759	9	chr17	79680000	79700000	9	15	0.6	5.4	5	MCRIP1	NM_001288799.2	1	chr17:79788817-79792759
chr17	79698244	79703904	chr17	79848797	79850461	4	chr17	79680000	79700000	4	21	0.19047619047619	0.761904761904762	9	ANAPC11	NM_001289415.1	1	chr17:79848797-79850461
chr17	79698244	79703904	chr17	79848797	79850461	4	chr17	79680000	79700000	4	21	0.19047619047619	0.761904761904762	9	ANAPC11	NM_001289416.1	1	chr17:79848797-79850461
chr17	79698244	79703904	chr17	79848797	79850461	4	chr17	79680000	79700000	4	21	0.19047619047619	0.761904761904762	9	ANAPC11	NM_001289417.1	1	chr17:79848797-79850461
chr17	79698244	79703904	chr17	79848797	79850461	4	chr17	79680000	79700000	4	21	0.19047619047619	0.761904761904762	9	ANAPC11	NM_001289420.1	1	chr17:79848797-79850461
chr11	69059946	69066775	chr11	69985667	69989032	3	chr11	69940000	70030000	3	416	0.00721153846153846	0.0216346153846154	7	MYEOV	NM_001293291.2	1	chr11:69985667-69989032
chr11	69059946	69066775	chr11	69985667	69989032	3	chr11	69940000	70030000	3	416	0.00721153846153846	0.0216346153846154	7	MYEOV	NM_001293294.2	1	chr11:69985667-69989032
chr11	69059946	69066775	chr11	69985667	69989032	3	chr11	69940000	70030000	3	416	0.00721153846153846	0.0216346153846154	7	MYEOV	NM_001293296.2	1	chr11:69985667-69989032
chr11	65148664	65151179	chr11	65317833	65322228	17	chr11	65320000	65325000	17	1165	0.0145922746781116	0.248068669527897	7	SLC25A45	NM_001300820.2	1	chr11:65317833-65322228
chr11	65317833	65322228	chr11	65666331	65669415	3	chr11	65320000	65325000	3	112	0.0267857142857143	0.0803571428571428	10	FOSL1	NM_001300844.2	1	chr11:65666331-65669415
chr11	65317833	65322228	chr11	65666331	65669415	3	chr11	65320000	65325000	3	112	0.0267857142857143	0.0803571428571428	10	FOSL1	NM_001300855.2	1	chr11:65666331-65669415
chr11	65317833	65322228	chr11	65666331	65669415	3	chr11	65320000	65325000	3	112	0.0267857142857143	0.0803571428571428	10	FOSL1	NM_001300856.2	1	chr11:65666331-65669415
chr11	65317833	65322228	chr11	65666331	65669415	3	chr11	65320000	65325000	3	112	0.0267857142857143	0.0803571428571428	10	FOSL1	NM_001300857.2	1	chr11:65666331-65669415
chr11	69059946	69066775	chr11	69985667	69989032	3	chr11	69940000	70030000	3	416	0.00721153846153846	0.0216346153846154	7	MYEOV	NM_001300923.2	1	chr11:69985667-69989032
chr11	69059946	69066775	chr11	69985667	69989032	3	chr11	69940000	70030000	3	416	0.00721153846153846	0.0216346153846154	7	MYEOV	NM_001300924.2	1	chr11:69985667-69989032
chr17	79688303	79691489	chr17	79823211	79832485	5	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001301240.2	3	chr17:79823211-79832485
chr17	79692534	79695094	chr17	79823211	79832485	7	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001301240.2	2	chr17:79823211-79832485
chr17	79698244	79703904	chr17	79823211	79832485	26	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001301240.2	1	chr17:79823211-79832485
chr17	79688303	79691489	chr17	79823211	79832485	5	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001301241.2	3	chr17:79823211-79832485
chr17	79692534	79695094	chr17	79823211	79832485	7	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001301241.2	2	chr17:79823211-79832485
chr17	79698244	79703904	chr17	79823211	79832485	26	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001301241.2	1	chr17:79823211-79832485
chr17	79688303	79691489	chr17	79823211	79832485	5	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001301242.2	3	chr17:79823211-79832485
chr17	79692534	79695094	chr17	79823211	79832485	7	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001301242.2	2	chr17:79823211-79832485
chr17	79698244	79703904	chr17	79823211	79832485	26	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001301242.2	1	chr17:79823211-79832485
chr17	79688303	79691489	chr17	79823211	79832485	5	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001301243.2	3	chr17:79823211-79832485
chr17	79692534	79695094	chr17	79823211	79832485	7	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001301243.2	2	chr17:79823211-79832485
chr17	79698244	79703904	chr17	79823211	79832485	26	chr17	79680000	79700000	38	91	0.417582417582418	15.8681318681319	1	ARHGDIA	NM_001301243.2	1	chr17:79823211-79832485
chr11	65317833	65322228	chr11	65336603	65345706	46	chr11	65320000	65325000	46	338	0.136094674556213	6.2603550295858	2	ZNRD2	NM_001303024.2	1	chr11:65336603-65345706
chr16	15980999	15983284	chr16	15993154	15995722	6	chr16	15980000	16005000	6	9	0.666666666666667	4	1	CEP20	NM_001304497.2	1	chr16:15993154-15995722
chr16	15980999	15983284	chr16	15993154	15995722	6	chr16	15980000	16005000	6	9	0.666666666666667	4	1	CEP20	NM_001304498.2	1	chr16:15993154-15995722
chr16	15980999	15983284	chr16	15993154	15995722	6	chr16	15980000	16005000	6	9	0.666666666666667	4	1	CEP20	NM_001304499.2	1	chr16:15993154-15995722
chr16	15980999	15983284	chr16	15993154	15995722	6	chr16	15980000	16005000	6	9	0.666666666666667	4	1	CEP20	NM_001304500.2	1	chr16:15993154-15995722
chr16	15980999	15983284	chr16	15993154	15995722	6	chr16	15980000	16005000	6	9	0.666666666666667	4	1	CEP20	NM_001304502.2	1	chr16:15993154-15995722
chr17	79632257	79635793	chr17	79698244	79703904	5	chr17	79680000	79700000	5	23	0.217391304347826	1.08695652173913	8	OXLD1	NM_001304994.2	1	chr17:79698244-79703904
chr17	79632257	79635793	chr17	79698244	79703904	5	chr17	79680000	79700000	5	23	0.217391304347826	1.08695652173913	8	OXLD1	NM_001304995.2	1	chr17:79698244-79703904
chr17	79632257	79635793	chr17	79698244	79703904	5	chr17	79680000	79700000	5	23	0.217391304347826	1.08695652173913	8	OXLD1	NM_001304999.2	1	chr17:79698244-79703904
chr17	56489395	56495613	chr17	57913978	57927512	3	chr17	57915000	57955000	3	21	0.142857142857143	0.428571428571429	7	RNF43	NM_001305544.2	1	chr17:57913978-57927512
chr17	56476752	56481701	chr17	57913978	57927512	3	chr17	57915000	57955000	3	19	0.157894736842105	0.473684210526316	6	RNF43	NM_001305545.1	1	chr17:57913978-57927512
chr17	57182740	57184899	chr17	57913978	57927512	6	chr17	57915000	57955000	6	25	0.24	1.44	5	TRIM37	NM_001320987.3	1	chr17:57913978-57927512
chr17	57182740	57184899	chr17	57913978	57927512	6	chr17	57915000	57955000	6	25	0.24	1.44	5	TRIM37	NM_001320988.3	1	chr17:57913978-57927512
chr17	57182740	57184899	chr17	57913978	57927512	6	chr17	57915000	57955000	6	25	0.24	1.44	5	TRIM37	NM_001320989.3	1	chr17:57913978-57927512
chr17	57182740	57184899	chr17	57913978	57927512	6	chr17	57915000	57955000	6	25	0.24	1.44	5	TRIM37	NM_001320990.3	1	chr17:57913978-57927512
chr3	189347116	189351345	chr3	189554114	189561740	4	chr3	189515000	189565000	4	7	0.571428571428571	2.28571428571429	2	TP63	NM_001329144.2	6	chr3:189554114-189561740
chr3	189506026	189521914	chr3	189554114	189561740	91	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329145.2	1	chr3:189554114-189561740
chr3	189506026	189521914	chr3	189522847	189525482	13	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329145.2	4	chr3:189522847-189525482
chr3	189506026	189521914	chr3	189541846	189545805	26	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329145.2	3	chr3:189541846-189545805
chr3	189506026	189521914	chr3	189551415	189553653	28	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329145.2	2	chr3:189551415-189553653
chr3	189041414	189044338	chr3	189506026	189521914	6	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329145.2	4	chr3:189506026-189521914
chr3	189020259	189023993	chr3	189506026	189521914	9	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329145.2	3	chr3:189506026-189521914
chr3	188985174	188986658	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329145.2	6	chr3:189506026-189521914
chr3	189039776	189041105	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329145.2	6	chr3:189506026-189521914
chr3	189506026	189521914	chr3	189652869	189656432	23	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329145.2	1	chr3:189652869-189656432
chr3	189506026	189521914	chr3	189626113	189629583	13	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329145.2	2	chr3:189626113-189629583
chr3	189506026	189521914	chr3	189536314	189540001	7	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329145.2	5	chr3:189536314-189540001
chr3	189506026	189521914	chr3	189631058	189635281	10	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329145.2	3	chr3:189631058-189635281
chr3	189506026	189521914	chr3	189645343	189646877	5	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329145.2	4	chr3:189645343-189646877
chr3	189015375	189018862	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329145.2	6	chr3:189506026-189521914
chr3	189109545	189112940	chr3	189506026	189521914	6	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329145.2	4	chr3:189506026-189521914
chr3	189024494	189030939	chr3	189506026	189521914	11	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329145.2	2	chr3:189506026-189521914
chr3	189070836	189075220	chr3	189506026	189521914	5	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329145.2	5	chr3:189506026-189521914
chr3	188987206	188995848	chr3	189506026	189521914	14	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329145.2	1	chr3:189506026-189521914
chr3	189506026	189521914	chr3	189615886	189620727	5	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329145.2	4	chr3:189615886-189620727
chr3	189506026	189521914	chr3	189554114	189561740	91	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329146.2	1	chr3:189554114-189561740
chr3	189506026	189521914	chr3	189536314	189540001	7	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329146.2	5	chr3:189536314-189540001
chr3	189506026	189521914	chr3	189551415	189553653	28	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329146.2	2	chr3:189551415-189553653
chr3	189506026	189521914	chr3	189522847	189525482	13	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329146.2	4	chr3:189522847-189525482
chr3	189039776	189041105	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329146.2	6	chr3:189506026-189521914
chr3	189020259	189023993	chr3	189506026	189521914	9	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329146.2	3	chr3:189506026-189521914
chr3	189041414	189044338	chr3	189506026	189521914	6	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329146.2	4	chr3:189506026-189521914
chr3	189109545	189112940	chr3	189506026	189521914	6	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329146.2	4	chr3:189506026-189521914
chr3	188985174	188986658	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329146.2	6	chr3:189506026-189521914
chr3	189506026	189521914	chr3	189631058	189635281	10	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329146.2	3	chr3:189631058-189635281
chr3	189506026	189521914	chr3	189645343	189646877	5	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329146.2	4	chr3:189645343-189646877
chr3	189506026	189521914	chr3	189615886	189620727	5	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329146.2	4	chr3:189615886-189620727
chr3	189070836	189075220	chr3	189506026	189521914	5	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329146.2	5	chr3:189506026-189521914
chr3	189506026	189521914	chr3	189541846	189545805	26	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329146.2	3	chr3:189541846-189545805
chr3	189506026	189521914	chr3	189626113	189629583	13	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329146.2	2	chr3:189626113-189629583
chr3	188987206	188995848	chr3	189506026	189521914	14	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329146.2	1	chr3:189506026-189521914
chr3	189015375	189018862	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329146.2	6	chr3:189506026-189521914
chr3	189024494	189030939	chr3	189506026	189521914	11	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329146.2	2	chr3:189506026-189521914
chr3	189506026	189521914	chr3	189652869	189656432	23	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329146.2	1	chr3:189652869-189656432
chr3	189347116	189351345	chr3	189554114	189561740	4	chr3	189515000	189565000	4	7	0.571428571428571	2.28571428571429	2	TP63	NM_001329148.2	6	chr3:189554114-189561740
chr3	189041414	189044338	chr3	189506026	189521914	6	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329149.2	4	chr3:189506026-189521914
chr3	189020259	189023993	chr3	189506026	189521914	9	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329149.2	3	chr3:189506026-189521914
chr3	189109545	189112940	chr3	189506026	189521914	6	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329149.2	4	chr3:189506026-189521914
chr3	189506026	189521914	chr3	189541846	189545805	26	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329149.2	3	chr3:189541846-189545805
chr3	188985174	188986658	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329149.2	6	chr3:189506026-189521914
chr3	188987206	188995848	chr3	189506026	189521914	14	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329149.2	1	chr3:189506026-189521914
chr3	189015375	189018862	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329149.2	6	chr3:189506026-189521914
chr3	189024494	189030939	chr3	189506026	189521914	11	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329149.2	2	chr3:189506026-189521914
chr3	189039776	189041105	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329149.2	6	chr3:189506026-189521914
chr3	189506026	189521914	chr3	189626113	189629583	13	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329149.2	2	chr3:189626113-189629583
chr3	189070836	189075220	chr3	189506026	189521914	5	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329149.2	5	chr3:189506026-189521914
chr3	189506026	189521914	chr3	189536314	189540001	7	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329149.2	5	chr3:189536314-189540001
chr3	189506026	189521914	chr3	189631058	189635281	10	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329149.2	3	chr3:189631058-189635281
chr3	189506026	189521914	chr3	189554114	189561740	91	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329149.2	1	chr3:189554114-189561740
chr3	189506026	189521914	chr3	189615886	189620727	5	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329149.2	4	chr3:189615886-189620727
chr3	189506026	189521914	chr3	189551415	189553653	28	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329149.2	2	chr3:189551415-189553653
chr3	189506026	189521914	chr3	189522847	189525482	13	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329149.2	4	chr3:189522847-189525482
chr3	189506026	189521914	chr3	189652869	189656432	23	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329149.2	1	chr3:189652869-189656432
chr3	189506026	189521914	chr3	189645343	189646877	5	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329149.2	4	chr3:189645343-189646877
chr3	188987206	188995848	chr3	189506026	189521914	14	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329150.2	1	chr3:189506026-189521914
chr3	189039776	189041105	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329150.2	6	chr3:189506026-189521914
chr3	189109545	189112940	chr3	189506026	189521914	6	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329150.2	4	chr3:189506026-189521914
chr3	188985174	188986658	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329150.2	6	chr3:189506026-189521914
chr3	189024494	189030939	chr3	189506026	189521914	11	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329150.2	2	chr3:189506026-189521914
chr3	189015375	189018862	chr3	189506026	189521914	3	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329150.2	6	chr3:189506026-189521914
chr3	189020259	189023993	chr3	189506026	189521914	9	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329150.2	3	chr3:189506026-189521914
chr3	189041414	189044338	chr3	189506026	189521914	6	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329150.2	4	chr3:189506026-189521914
chr3	189070836	189075220	chr3	189506026	189521914	5	chr3	188925000	189110000	60	412	0.145631067961165	8.7378640776699	1	TP63	NM_001329150.2	5	chr3:189506026-189521914
chr3	189506026	189521914	chr3	189522847	189525482	13	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329150.2	4	chr3:189522847-189525482
chr3	189506026	189521914	chr3	189652869	189656432	23	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329150.2	1	chr3:189652869-189656432
chr3	189506026	189521914	chr3	189541846	189545805	26	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329150.2	3	chr3:189541846-189545805
chr3	189506026	189521914	chr3	189551415	189553653	28	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329150.2	2	chr3:189551415-189553653
chr3	189506026	189521914	chr3	189554114	189561740	91	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329150.2	1	chr3:189554114-189561740
chr3	189506026	189521914	chr3	189536314	189540001	7	chr3	189515000	189565000	165	412	0.400485436893204	66.0800970873786	1	TP63	NM_001329150.2	5	chr3:189536314-189540001
chr3	189506026	189521914	chr3	189645343	189646877	5	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329150.2	4	chr3:189645343-189646877
chr3	189506026	189521914	chr3	189615886	189620727	5	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329150.2	4	chr3:189615886-189620727
chr3	189506026	189521914	chr3	189626113	189629583	13	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329150.2	2	chr3:189626113-189629583
chr3	189506026	189521914	chr3	189631058	189635281	10	chr3	189605000	189655000	56	412	0.135922330097087	7.61165048543689	1	TP63	NM_001329150.2	3	chr3:189631058-189635281
chr17	57784271	57786004	chr17	57913978	57927512	26	chr17	57915000	57955000	34	52	0.653846153846154	22.2307692307692	1	VMP1	NM_001329394.2	1	chr17:57913978-57927512
chr17	57784271	57786004	chr17	57935859	57937680	5	chr17	57915000	57955000	34	52	0.653846153846154	22.2307692307692	1	VMP1	NM_001329394.2	2	chr17:57935859-57937680
chr17	57784271	57786004	chr17	57949377	57950673	3	chr17	57915000	57955000	34	52	0.653846153846154	22.2307692307692	1	VMP1	NM_001329394.2	3	chr17:57949377-57950673
chr17	57784271	57786004	chr17	57913978	57927512	26	chr17	57915000	57955000	34	52	0.653846153846154	22.2307692307692	1	VMP1	NM_001329395.2	1	chr17:57913978-57927512
