chr1	start1	end1	chr2	start2	end2	pets	chr	start	end	dup_sum_pets	gene_ID_sum_pets	percentage	score	rank_gene	gene	rank_enhancer	enhancer
chr1	154994580	155000099	chr1	155153021	155165275	4	chr1	154975000	155130000	29	183	0.158469945355191	4.59562841530055	8	MUC1	3	chr1:154994580-155000099
chr1	155153021	155165275	chr1	155971101	155977214	3	chr1	155975000	156105000	11	183	0.0601092896174863	0.66120218579235	13	MUC1	2	chr1:155153021-155165275
chr1	32038191	32045112	chr1	33190270	33191597	3	chr1	33135000	33370000	3	424	0.00707547169811321	0.0212264150943396	10	TINAGL1	1	chr1:32038191-32045112
chr1	32038191	32045112	chr1	33190270	33191597	3	chr1	33135000	33370000	3	424	0.00707547169811321	0.0212264150943396	10	TINAGL1	1	chr1:32038191-32045112
chr1	235090451	235101280	chr1	235488183	235493575	5	chr1	234690000	235435000	13	16	0.8125	10.5625	3	ARID4B	1	chr1:235090451-235101280
chr1	235248460	235249641	chr1	235488183	235493575	4	chr1	234690000	235435000	13	16	0.8125	10.5625	3	ARID4B	2	chr1:235248460-235249641
chr1	235267026	235268886	chr1	235488183	235493575	4	chr1	234690000	235435000	13	16	0.8125	10.5625	3	ARID4B	2	chr1:235267026-235268886
chr1	155041903	155044329	chr1	155277914	155280164	3	chr1	154975000	155130000	3	43	0.0697674418604651	0.209302325581395	13	FDPS	1	chr1:155041903-155044329
chr1	155041903	155044329	chr1	155277914	155280164	3	chr1	154975000	155130000	3	43	0.0697674418604651	0.209302325581395	13	FDPS	1	chr1:155041903-155044329
chr1	154970606	154985386	chr1	154994580	155000099	10	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	4	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155009982	155012250	22	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	3	chr1:154970606-154985386
chr1	154970606	154985386	chr1	154988648	154991263	83	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	1	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155041903	155044329	33	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	2	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155015043	155018443	9	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	5	chr1:154970606-154985386
chr1	155041903	155044329	chr1	155176232	155179394	6	chr1	154975000	155130000	6	105	0.0571428571428571	0.342857142857143	12	THBS3	1	chr1:155041903-155044329
chr1	155041903	155044329	chr1	155176232	155179394	6	chr1	154975000	155130000	6	105	0.0571428571428571	0.342857142857143	12	THBS3	1	chr1:155041903-155044329
chr1	33177440	33178540	chr1	33281502	33284847	10	chr1	33135000	33370000	41	62	0.661290322580645	27.1129032258065	3	S100PBP	2	chr1:33177440-33178540
chr1	33190270	33191597	chr1	33281502	33284847	6	chr1	33135000	33370000	41	62	0.661290322580645	27.1129032258065	3	S100PBP	3	chr1:33190270-33191597
chr1	33223762	33227777	chr1	33281502	33284847	25	chr1	33135000	33370000	41	62	0.661290322580645	27.1129032258065	3	S100PBP	1	chr1:33223762-33227777
chr1	202003586	202004958	chr1	202111956	202115022	7	chr1	201970000	202085000	89	158	0.563291139240506	50.1329113924051	2	ARL8A	5	chr1:202003586-202004958
chr1	202014365	202019138	chr1	202111956	202115022	18	chr1	201970000	202085000	89	158	0.563291139240506	50.1329113924051	2	ARL8A	2	chr1:202014365-202019138
chr1	202025720	202028260	chr1	202111956	202115022	7	chr1	201970000	202085000	89	158	0.563291139240506	50.1329113924051	2	ARL8A	5	chr1:202025720-202028260
chr1	202044817	202048065	chr1	202111956	202115022	12	chr1	201970000	202085000	89	158	0.563291139240506	50.1329113924051	2	ARL8A	4	chr1:202044817-202048065
chr1	202053373	202056915	chr1	202111956	202115022	16	chr1	201970000	202085000	89	158	0.563291139240506	50.1329113924051	2	ARL8A	3	chr1:202053373-202056915
chr1	202081583	202084392	chr1	202111956	202115022	29	chr1	201970000	202085000	89	158	0.563291139240506	50.1329113924051	2	ARL8A	1	chr1:202081583-202084392
chr1	154970606	154985386	chr1	154988648	154991263	83	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	1	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155015043	155018443	9	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	5	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155041903	155044329	33	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	2	chr1:154970606-154985386
chr1	154970606	154985386	chr1	154994580	155000099	10	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	4	chr1:154970606-154985386
chr1	154970606	154985386	chr1	155009982	155012250	22	chr1	154975000	155130000	157	195	0.805128205128205	126.405128205128	1	ZBTB7B	3	chr1:154970606-154985386
chr1	1253011	1254726	chr1	1259028	1261427	14	chr1	1225000	1390000	14	17	0.823529411764706	11.5294117647059	3	INTS11	1	chr1:1253011-1254726
chr1	1253011	1254726	chr1	1259028	1261427	14	chr1	1225000	1390000	14	17	0.823529411764706	11.5294117647059	3	INTS11	1	chr1:1253011-1254726
chr1	1253011	1254726	chr1	1259028	1261427	14	chr1	1225000	1390000	14	17	0.823529411764706	11.5294117647059	3	INTS11	1	chr1:1253011-1254726
chr1	1253011	1254726	chr1	1259028	1261427	14	chr1	1225000	1390000	14	17	0.823529411764706	11.5294117647059	3	INTS11	1	chr1:1253011-1254726
chr1	155041903	155044329	chr1	155144372	155152770	11	chr1	154975000	155130000	11	82	0.134146341463415	1.47560975609756	10	TRIM46	1	chr1:155041903-155044329
chr1	155041903	155044329	chr1	155144372	155152770	11	chr1	154975000	155130000	11	82	0.134146341463415	1.47560975609756	10	TRIM46	1	chr1:155041903-155044329
chr1	156097714	156100747	chr1	156264238	156266094	3	chr1	155975000	156105000	3	3	1	3	11	GLMP	1	chr1:156097714-156100747
chr1	156097714	156100747	chr1	156264238	156266094	3	chr1	155975000	156105000	3	3	1	3	11	GLMP	1	chr1:156097714-156100747
chr1	156097714	156100747	chr1	156264238	156266094	3	chr1	155975000	156105000	3	3	1	3	11	GLMP	1	chr1:156097714-156100747
chr1	156097714	156100747	chr1	156264238	156266094	3	chr1	155975000	156105000	3	3	1	3	11	GLMP	1	chr1:156097714-156100747
chr1	156060144	156061343	chr1	156091846	156097412	27	chr1	155975000	156105000	256	306	0.836601307189543	214.169934640523	2	LMNA	6	chr1:156060144-156061343
chr1	155971101	155977214	chr1	156091846	156097412	16	chr1	155975000	156105000	256	306	0.836601307189543	214.169934640523	2	LMNA	9	chr1:155971101-155977214
chr1	156066063	156067759	chr1	156091846	156097412	40	chr1	155975000	156105000	256	306	0.836601307189543	214.169934640523	2	LMNA	4	chr1:156066063-156067759
chr1	156055193	156057247	chr1	156091846	156097412	27	chr1	155975000	156105000	256	306	0.836601307189543	214.169934640523	2	LMNA	6	chr1:156055193-156057247
chr1	156071274	156077316	chr1	156091846	156097412	146	chr1	155975000	156105000	256	306	0.836601307189543	214.169934640523	2	LMNA	3	chr1:156071274-156077316
chr1	156091846	156097412	chr1	156150938	156153586	11	chr1	156130000	156225000	11	306	0.0359477124183007	0.395424836601307	2	LMNA	1	chr1:156091846-156097412
chr1	95028142	95029988	chr1	95283998	95290403	4	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	2	chr1:95028142-95029988
chr1	95044839	95046107	chr1	95283998	95290403	3	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	3	chr1:95044839-95046107
chr1	95086508	95089214	chr1	95283998	95290403	6	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	1	chr1:95086508-95089214
chr1	95119263	95120810	chr1	95283998	95290403	4	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	2	chr1:95119263-95120810
chr1	95028142	95029988	chr1	95283998	95290403	4	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	2	chr1:95028142-95029988
chr1	95044839	95046107	chr1	95283998	95290403	3	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	3	chr1:95044839-95046107
chr1	95086508	95089214	chr1	95283998	95290403	6	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	1	chr1:95086508-95089214
chr1	95119263	95120810	chr1	95283998	95290403	4	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	2	chr1:95119263-95120810
chr1	95028142	95029988	chr1	95283998	95290403	4	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	2	chr1:95028142-95029988
chr1	95044839	95046107	chr1	95283998	95290403	3	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	3	chr1:95044839-95046107
chr1	95086508	95089214	chr1	95283998	95290403	6	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	1	chr1:95086508-95089214
chr1	95119263	95120810	chr1	95283998	95290403	4	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	2	chr1:95119263-95120810
chr1	95028142	95029988	chr1	95283998	95290403	4	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	2	chr1:95028142-95029988
chr1	95044839	95046107	chr1	95283998	95290403	3	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	3	chr1:95044839-95046107
chr1	95086508	95089214	chr1	95283998	95290403	6	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	1	chr1:95086508-95089214
chr1	95119263	95120810	chr1	95283998	95290403	4	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	2	chr1:95119263-95120810
chr1	154988648	154991263	chr1	155021953	155025220	8	chr1	154975000	155130000	18	24	0.75	13.5	6	ADAM15	2	chr1:154988648-154991263
chr1	155021953	155025220	chr1	155041903	155044329	10	chr1	154975000	155130000	18	24	0.75	13.5	6	ADAM15	1	chr1:155021953-155025220
chr1	154988648	154991263	chr1	155021953	155025220	8	chr1	154975000	155130000	18	24	0.75	13.5	6	ADAM15	2	chr1:154988648-154991263
chr1	155021953	155025220	chr1	155041903	155044329	10	chr1	154975000	155130000	18	24	0.75	13.5	6	ADAM15	1	chr1:155021953-155025220
chr1	154988648	154991263	chr1	155021953	155025220	8	chr1	154975000	155130000	18	24	0.75	13.5	6	ADAM15	2	chr1:154988648-154991263
chr1	155021953	155025220	chr1	155041903	155044329	10	chr1	154975000	155130000	18	24	0.75	13.5	6	ADAM15	1	chr1:155021953-155025220
chr1	207082047	207086691	chr1	207222831	207227966	11	chr1	207070000	207170000	34	485	0.0701030927835052	2.38350515463918	1	YOD1	2	chr1:207082047-207086691
chr1	207100157	207101435	chr1	207222831	207227966	10	chr1	207070000	207170000	34	485	0.0701030927835052	2.38350515463918	1	YOD1	3	chr1:207100157-207101435
chr1	207150991	207156329	chr1	207222831	207227966	13	chr1	207070000	207170000	34	485	0.0701030927835052	2.38350515463918	1	YOD1	1	chr1:207150991-207156329
chr1	235256030	235257962	chr1	235666323	235669308	3	chr1	234690000	235435000	3	35	0.0857142857142857	0.257142857142857	6	B3GALNT2	1	chr1:235256030-235257962
chr1	155041903	155044329	chr1	155144372	155152770	11	chr1	154975000	155130000	11	82	0.134146341463415	1.47560975609756	10	TRIM46	1	chr1:155041903-155044329
chr1	155041903	155044329	chr1	155144372	155152770	11	chr1	154975000	155130000	11	82	0.134146341463415	1.47560975609756	10	TRIM46	1	chr1:155041903-155044329
chr1	36564677	36565931	chr1	36849868	36853518	3	chr1	36560000	36580000	3	69	0.0434782608695652	0.130434782608696	1	STK40	1	chr1:36564677-36565931
chr1	36564677	36565931	chr1	36849868	36853518	3	chr1	36560000	36580000	3	69	0.0434782608695652	0.130434782608696	1	STK40	1	chr1:36564677-36565931
chr1	156066063	156067759	chr1	156091846	156097412	40	chr1	155975000	156105000	256	306	0.836601307189543	214.169934640523	2	LMNA	4	chr1:156066063-156067759
chr1	156055193	156057247	chr1	156091846	156097412	27	chr1	155975000	156105000	256	306	0.836601307189543	214.169934640523	2	LMNA	6	chr1:156055193-156057247
chr1	156060144	156061343	chr1	156091846	156097412	27	chr1	155975000	156105000	256	306	0.836601307189543	214.169934640523	2	LMNA	6	chr1:156060144-156061343
chr1	155971101	155977214	chr1	156091846	156097412	16	chr1	155975000	156105000	256	306	0.836601307189543	214.169934640523	2	LMNA	9	chr1:155971101-155977214
chr1	156071274	156077316	chr1	156091846	156097412	146	chr1	155975000	156105000	256	306	0.836601307189543	214.169934640523	2	LMNA	3	chr1:156071274-156077316
chr1	156091846	156097412	chr1	156150938	156153586	11	chr1	156130000	156225000	11	306	0.0359477124183007	0.395424836601307	2	LMNA	1	chr1:156091846-156097412
chr1	156051659	156052951	chr1	156097714	156100747	15	chr1	155975000	156105000	24	24	1	24	8	LMNA	10	chr1:156051659-156052951
chr1	156051659	156052951	chr1	156071274	156077316	9	chr1	155975000	156105000	24	24	1	24	8	LMNA	12	chr1:156051659-156052951
chr1	156055193	156057247	chr1	156083270	156090903	22	chr1	155975000	156105000	637	703	0.906116642958748	577.196301564723	1	LMNA	8	chr1:156055193-156057247
chr1	156060144	156061343	chr1	156083270	156090903	25	chr1	155975000	156105000	637	703	0.906116642958748	577.196301564723	1	LMNA	7	chr1:156060144-156061343
chr1	156071274	156077316	chr1	156083270	156090903	240	chr1	155975000	156105000	637	703	0.906116642958748	577.196301564723	1	LMNA	2	chr1:156071274-156077316
chr1	156066063	156067759	chr1	156083270	156090903	33	chr1	155975000	156105000	637	703	0.906116642958748	577.196301564723	1	LMNA	5	chr1:156066063-156067759
chr1	156083270	156090903	chr1	156150938	156153586	8	chr1	156130000	156225000	14	703	0.0199146514935989	0.278805120910384	3	LMNA	2	chr1:156083270-156090903
chr1	156083270	156090903	chr1	156097714	156100747	306	chr1	155975000	156105000	637	703	0.906116642958748	577.196301564723	1	LMNA	1	chr1:156083270-156090903
chr1	155971101	155977214	chr1	156083270	156090903	11	chr1	155975000	156105000	637	703	0.906116642958748	577.196301564723	1	LMNA	11	chr1:155971101-155977214
chr1	156083270	156090903	chr1	156194505	156196010	6	chr1	156130000	156225000	14	703	0.0199146514935989	0.278805120910384	3	LMNA	3	chr1:156083270-156090903
chr1	156083270	156090903	chr1	156425712	156428759	9	chr1	156345000	156475000	9	703	0.0128022759601707	0.115220483641536	9	LMNA	1	chr1:156083270-156090903
chr1	156071274	156077316	chr1	156162054	156165115	13	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	2	chr1:156071274-156077316
chr1	156097714	156100747	chr1	156162054	156165115	29	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	1	chr1:156097714-156100747
chr1	156060144	156061343	chr1	156162054	156165115	6	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	3	chr1:156060144-156061343
chr1	155971101	155977214	chr1	156162054	156165115	4	chr1	155975000	156105000	52	87	0.597701149425287	31.0804597701149	6	SLC25A44	4	chr1:155971101-155977214
chr1	156150938	156153586	chr1	156162054	156165115	22	chr1	156130000	156225000	22	87	0.252873563218391	5.5632183908046	1	SLC25A44	1	chr1:156150938-156153586
chr1	155041903	155044329	chr1	155105622	155110285	11	chr1	154975000	155130000	29	65	0.446153846153846	12.9384615384615	7	SLC50A1	2	chr1:155041903-155044329
chr1	155066566	155068587	chr1	155105622	155110285	18	chr1	154975000	155130000	29	65	0.446153846153846	12.9384615384615	7	SLC50A1	1	chr1:155066566-155068587
chr1	155041903	155044329	chr1	155105622	155110285	11	chr1	154975000	155130000	29	65	0.446153846153846	12.9384615384615	7	SLC50A1	2	chr1:155041903-155044329
chr1	155066566	155068587	chr1	155105622	155110285	18	chr1	154975000	155130000	29	65	0.446153846153846	12.9384615384615	7	SLC50A1	1	chr1:155066566-155068587
chr1	155066566	155068587	chr1	155105622	155110285	18	chr1	154975000	155130000	29	65	0.446153846153846	12.9384615384615	7	SLC50A1	1	chr1:155066566-155068587
chr1	155041903	155044329	chr1	155105622	155110285	11	chr1	154975000	155130000	29	65	0.446153846153846	12.9384615384615	7	SLC50A1	2	chr1:155041903-155044329
chr1	155041903	155044329	chr1	155105622	155110285	11	chr1	154975000	155130000	29	65	0.446153846153846	12.9384615384615	7	SLC50A1	2	chr1:155041903-155044329
chr1	155066566	155068587	chr1	155105622	155110285	18	chr1	154975000	155130000	29	65	0.446153846153846	12.9384615384615	7	SLC50A1	1	chr1:155066566-155068587
chr1	155041903	155044329	chr1	155105622	155110285	11	chr1	154975000	155130000	29	65	0.446153846153846	12.9384615384615	7	SLC50A1	2	chr1:155041903-155044329
chr1	155066566	155068587	chr1	155105622	155110285	18	chr1	154975000	155130000	29	65	0.446153846153846	12.9384615384615	7	SLC50A1	1	chr1:155066566-155068587
chr1	155041903	155044329	chr1	155105622	155110285	11	chr1	154975000	155130000	29	65	0.446153846153846	12.9384615384615	7	SLC50A1	2	chr1:155041903-155044329
chr1	155066566	155068587	chr1	155105622	155110285	18	chr1	154975000	155130000	29	65	0.446153846153846	12.9384615384615	7	SLC50A1	1	chr1:155066566-155068587
chr1	155041903	155044329	chr1	155105622	155110285	11	chr1	154975000	155130000	29	65	0.446153846153846	12.9384615384615	7	SLC50A1	2	chr1:155041903-155044329
chr1	155066566	155068587	chr1	155105622	155110285	18	chr1	154975000	155130000	29	65	0.446153846153846	12.9384615384615	7	SLC50A1	1	chr1:155066566-155068587
chr1	234767146	234768320	chr1	235529882	235531276	3	chr1	234690000	235435000	3	3	1	3	5	TBCE	1	chr1:234767146-234768320
chr1	234767146	234768320	chr1	235529882	235531276	3	chr1	234690000	235435000	3	3	1	3	5	TBCE	1	chr1:234767146-234768320
chr1	201138924	201142251	chr1	202014365	202019138	3	chr1	201970000	202085000	16	147	0.108843537414966	1.74149659863946	6	TMEM9	2	chr1:201138924-201142251
chr1	201138924	201142251	chr1	202044817	202048065	5	chr1	201970000	202085000	16	147	0.108843537414966	1.74149659863946	6	TMEM9	1	chr1:201138924-201142251
chr1	201138924	201142251	chr1	202053373	202056915	3	chr1	201970000	202085000	16	147	0.108843537414966	1.74149659863946	6	TMEM9	2	chr1:201138924-201142251
chr1	201138924	201142251	chr1	202081583	202084392	5	chr1	201970000	202085000	16	147	0.108843537414966	1.74149659863946	6	TMEM9	1	chr1:201138924-201142251
chr1	202053373	202056915	chr1	202925969	202929033	3	chr1	201970000	202085000	3	49	0.0612244897959184	0.183673469387755	10	ADIPOR1	1	chr1:202053373-202056915
chr1	202053373	202056915	chr1	202925969	202929033	3	chr1	201970000	202085000	3	49	0.0612244897959184	0.183673469387755	10	ADIPOR1	1	chr1:202053373-202056915
chr1	202053373	202056915	chr1	202925969	202929033	3	chr1	201970000	202085000	3	49	0.0612244897959184	0.183673469387755	10	ADIPOR1	1	chr1:202053373-202056915
chr1	225996967	226001879	chr1	226163040	226164545	3	chr1	226130000	226190000	3	49	0.0612244897959184	0.183673469387755	1	EPHX1	1	chr1:225996967-226001879
chr1	22113825	22115612	chr1	22259623	22264669	4	chr1	22050000	22440000	176	188	0.936170212765957	164.765957446808	1	HSPG2	8	chr1:22113825-22115612
chr1	22117336	22118865	chr1	22259623	22264669	3	chr1	22050000	22440000	176	188	0.936170212765957	164.765957446808	1	HSPG2	9	chr1:22117336-22118865
chr1	22235874	22238961	chr1	22259623	22264669	12	chr1	22050000	22440000	176	188	0.936170212765957	164.765957446808	1	HSPG2	5	chr1:22235874-22238961
chr1	22248653	22249849	chr1	22259623	22264669	29	chr1	22050000	22440000	176	188	0.936170212765957	164.765957446808	1	HSPG2	2	chr1:22248653-22249849
chr1	22251685	22254996	chr1	22259623	22264669	45	chr1	22050000	22440000	176	188	0.936170212765957	164.765957446808	1	HSPG2	1	chr1:22251685-22254996
chr1	22259623	22264669	chr1	22282852	22284429	9	chr1	22050000	22440000	176	188	0.936170212765957	164.765957446808	1	HSPG2	7	chr1:22259623-22264669
chr1	22259623	22264669	chr1	22289962	22291489	12	chr1	22050000	22440000	176	188	0.936170212765957	164.765957446808	1	HSPG2	5	chr1:22259623-22264669
chr1	22259623	22264669	chr1	22299275	22302053	23	chr1	22050000	22440000	176	188	0.936170212765957	164.765957446808	1	HSPG2	3	chr1:22259623-22264669
chr1	22259623	22264669	chr1	22323804	22326978	12	chr1	22050000	22440000	176	188	0.936170212765957	164.765957446808	1	HSPG2	5	chr1:22259623-22264669
chr1	22259623	22264669	chr1	22334668	22336423	16	chr1	22050000	22440000	176	188	0.936170212765957	164.765957446808	1	HSPG2	4	chr1:22259623-22264669
chr1	22259623	22264669	chr1	22350251	22353296	11	chr1	22050000	22440000	176	188	0.936170212765957	164.765957446808	1	HSPG2	6	chr1:22259623-22264669
chr1	23028375	23032181	chr1	23669669	23672274	3	chr1	22905000	23075000	3	51	0.0588235294117647	0.176470588235294	1	HNRNPR	1	chr1:23028375-23032181
chr1	23028375	23032181	chr1	23669669	23672274	3	chr1	22905000	23075000	3	51	0.0588235294117647	0.176470588235294	1	HNRNPR	1	chr1:23028375-23032181
chr1	23028375	23032181	chr1	23669669	23672274	3	chr1	22905000	23075000	3	51	0.0588235294117647	0.176470588235294	1	HNRNPR	1	chr1:23028375-23032181
chr1	33223762	33227777	chr1	33427492	33431156	5	chr1	33135000	33370000	5	90	0.0555555555555556	0.277777777777778	8	RNF19B	1	chr1:33223762-33227777
chr1	32857708	32861450	chr1	33223762	33227777	4	chr1	33135000	33370000	4	7	0.571428571428571	2.28571428571429	6	BSDC1	1	chr1:32857708-32861450
chr1	95028142	95029988	chr1	95283998	95290403	4	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	2	chr1:95028142-95029988
chr1	95044839	95046107	chr1	95283998	95290403	3	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	3	chr1:95044839-95046107
chr1	95086508	95089214	chr1	95283998	95290403	6	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	1	chr1:95086508-95089214
chr1	95119263	95120810	chr1	95283998	95290403	4	chr1	95020000	95140000	17	51	0.333333333333333	5.66666666666667	2	SLC44A3	2	chr1:95119263-95120810
chr1	156071274	156077316	chr1	156694979	156699097	3	chr1	155975000	156105000	3	179	0.0167597765363128	0.0502793296089385	18	ISG20L2	1	chr1:156071274-156077316
chr1	156425712	156428759	chr1	156694979	156699097	3	chr1	156345000	156475000	3	179	0.0167597765363128	0.0502793296089385	13	ISG20L2	1	chr1:156425712-156428759
chr1	156022180	156026030	chr1	156071274	156077316	21	chr1	155975000	156105000	86	125	0.688	59.168	3	UBQLN4	3	chr1:156022180-156026030
chr1	156022180	156026030	chr1	156097714	156100747	22	chr1	155975000	156105000	86	125	0.688	59.168	3	UBQLN4	2	chr1:156022180-156026030
chr1	156022180	156026030	chr1	156055193	156057247	15	chr1	155975000	156105000	86	125	0.688	59.168	3	UBQLN4	4	chr1:156022180-156026030
chr1	155971101	155977214	chr1	156022180	156026030	28	chr1	155975000	156105000	86	125	0.688	59.168	3	UBQLN4	1	chr1:155971101-155977214
chr1	156022180	156026030	chr1	156391025	156393588	3	chr1	156345000	156475000	3	125	0.024	0.072	12	UBQLN4	1	chr1:156022180-156026030
chr1	156071274	156077316	chr1	156307149	156308830	4	chr1	155975000	156105000	10	35	0.285714285714286	2.85714285714286	12	TSACC	2	chr1:156071274-156077316
chr1	156097714	156100747	chr1	156307149	156308830	6	chr1	155975000	156105000	10	35	0.285714285714286	2.85714285714286	12	TSACC	1	chr1:156097714-156100747
chr1	156307149	156308830	chr1	156391025	156393588	10	chr1	156345000	156475000	19	35	0.542857142857143	10.3142857142857	2	TSACC	1	chr1:156307149-156308830
chr1	156307149	156308830	chr1	156425712	156428759	9	chr1	156345000	156475000	19	35	0.542857142857143	10.3142857142857	2	TSACC	2	chr1:156307149-156308830
chr1	156071274	156077316	chr1	156307149	156308830	4	chr1	155975000	156105000	10	35	0.285714285714286	2.85714285714286	12	TSACC	2	chr1:156071274-156077316
chr1	156307149	156308830	chr1	156391025	156393588	10	chr1	156345000	156475000	19	35	0.542857142857143	10.3142857142857	2	TSACC	1	chr1:156307149-156308830
chr1	156097714	156100747	chr1	156307149	156308830	6	chr1	155975000	156105000	10	35	0.285714285714286	2.85714285714286	12	TSACC	1	chr1:156097714-156100747
chr1	156307149	156308830	chr1	156425712	156428759	9	chr1	156345000	156475000	19	35	0.542857142857143	10.3142857142857	2	TSACC	2	chr1:156307149-156308830
chr1	156097714	156100747	chr1	156307149	156308830	6	chr1	155975000	156105000	10	35	0.285714285714286	2.85714285714286	12	TSACC	1	chr1:156097714-156100747
chr1	156071274	156077316	chr1	156307149	156308830	4	chr1	155975000	156105000	10	35	0.285714285714286	2.85714285714286	12	TSACC	2	chr1:156071274-156077316
chr1	156307149	156308830	chr1	156425712	156428759	9	chr1	156345000	156475000	19	35	0.542857142857143	10.3142857142857	2	TSACC	2	chr1:156307149-156308830
chr1	156307149	156308830	chr1	156391025	156393588	10	chr1	156345000	156475000	19	35	0.542857142857143	10.3142857142857	2	TSACC	1	chr1:156307149-156308830
chr1	156097714	156100747	chr1	156307149	156308830	6	chr1	155975000	156105000	10	35	0.285714285714286	2.85714285714286	12	TSACC	1	chr1:156097714-156100747
chr1	156307149	156308830	chr1	156425712	156428759	9	chr1	156345000	156475000	19	35	0.542857142857143	10.3142857142857	2	TSACC	2	chr1:156307149-156308830
chr1	156071274	156077316	chr1	156307149	156308830	4	chr1	155975000	156105000	10	35	0.285714285714286	2.85714285714286	12	TSACC	2	chr1:156071274-156077316
chr1	156307149	156308830	chr1	156391025	156393588	10	chr1	156345000	156475000	19	35	0.542857142857143	10.3142857142857	2	TSACC	1	chr1:156307149-156308830
chr1	156097714	156100747	chr1	156307149	156308830	6	chr1	155975000	156105000	10	35	0.285714285714286	2.85714285714286	12	TSACC	1	chr1:156097714-156100747
chr1	156307149	156308830	chr1	156425712	156428759	9	chr1	156345000	156475000	19	35	0.542857142857143	10.3142857142857	2	TSACC	2	chr1:156307149-156308830
chr1	156307149	156308830	chr1	156391025	156393588	10	chr1	156345000	156475000	19	35	0.542857142857143	10.3142857142857	2	TSACC	1	chr1:156307149-156308830
chr1	156071274	156077316	chr1	156307149	156308830	4	chr1	155975000	156105000	10	35	0.285714285714286	2.85714285714286	12	TSACC	2	chr1:156071274-156077316
chr1	156307149	156308830	chr1	156425712	156428759	9	chr1	156345000	156475000	19	35	0.542857142857143	10.3142857142857	2	TSACC	2	chr1:156307149-156308830
chr1	156307149	156308830	chr1	156391025	156393588	10	chr1	156345000	156475000	19	35	0.542857142857143	10.3142857142857	2	TSACC	1	chr1:156307149-156308830
chr1	156097714	156100747	chr1	156307149	156308830	6	chr1	155975000	156105000	10	35	0.285714285714286	2.85714285714286	12	TSACC	1	chr1:156097714-156100747
chr1	156071274	156077316	chr1	156307149	156308830	4	chr1	155975000	156105000	10	35	0.285714285714286	2.85714285714286	12	TSACC	2	chr1:156071274-156077316
chr1	156307149	156308830	chr1	156425712	156428759	9	chr1	156345000	156475000	19	35	0.542857142857143	10.3142857142857	2	TSACC	2	chr1:156307149-156308830
chr1	156071274	156077316	chr1	156307149	156308830	4	chr1	155975000	156105000	10	35	0.285714285714286	2.85714285714286	12	TSACC	2	chr1:156071274-156077316
chr1	156097714	156100747	chr1	156307149	156308830	6	chr1	155975000	156105000	10	35	0.285714285714286	2.85714285714286	12	TSACC	1	chr1:156097714-156100747
